"id","ability_no","ability_awake_level","level","description","awake_description"
"1015510","10155","0","10","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{30%}】上昇",""
"1015511","10155","1","1","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{20%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015512","10155","1","2","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{20.8%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015513","10155","1","3","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{21.6%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015514","10155","1","4","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{22.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015515","10155","1","5","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{24.1%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015516","10155","1","6","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{25%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015517","10155","1","7","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{25.8%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015518","10155","1","8","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{27.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015519","10155","1","9","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{28.3%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015520","10155","1","10","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{30%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015521","10155","2","1","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{20%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015522","10155","2","2","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{20.8%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015523","10155","2","3","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{21.6%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015524","10155","2","4","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{22.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015525","10155","2","5","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{24.1%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015526","10155","2","6","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{25%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015527","10155","2","7","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{25.8%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015528","10155","2","8","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{27.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015529","10155","2","9","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{28.3%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015530","10155","2","10","紋章：情熱が5以上のとき、自身が付与する状態異常の確率が【{30%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015601","10156","0","1","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{2%}】分のバリア【15秒】を付与",""
"1015602","10156","0","2","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{3.5%}】分のバリア【15秒】を付与",""
"1015603","10156","0","3","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{5%}】分のバリア【15秒】を付与",""
"1015604","10156","0","4","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{6.5%}】分のバリア【15秒】を付与",""
"1015605","10156","0","5","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{9.5%}】分のバリア【15秒】を付与",""
"1015606","10156","0","6","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{11%}】分のバリア【15秒】を付与",""
"1015607","10156","0","7","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{12.5%}】分のバリア【15秒】を付与",""
"1015608","10156","0","8","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{15.5%}】分のバリア【15秒】を付与",""
"1015609","10156","0","9","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{17%}】分のバリア【15秒】を付与",""
"1015610","10156","0","10","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{20%}】分のバリア【15秒】を付与",""
"1015611","10156","1","1","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{2%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015612","10156","1","2","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{3.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015613","10156","1","3","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015614","10156","1","4","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{6.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015615","10156","1","5","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{9.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015616","10156","1","6","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{11%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015617","10156","1","7","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{12.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015618","10156","1","8","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{15.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015619","10156","1","9","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{17%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015620","10156","1","10","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{20%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015621","10156","2","1","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{2%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015622","10156","2","2","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{3.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015623","10156","2","3","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015624","10156","2","4","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{6.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015625","10156","2","5","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{9.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015626","10156","2","6","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{11%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015627","10156","2","7","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{12.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015628","10156","2","8","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{15.5%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015629","10156","2","9","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{17%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015630","10156","2","10","【発動条件】30秒に1回
【効果】HPが最も低い味方2体に自身の最大HP【{20%}】分のバリア【15秒】を付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015701","10157","0","1","15秒に1回、マナを【{0.5}】チャージ",""
"1015702","10157","0","2","15秒に1回、マナを【{0.6}】チャージ",""
"1015703","10157","0","3","15秒に1回、マナを【{0.7}】チャージ",""
"1015704","10157","0","4","15秒に1回、マナを【{0.8}】チャージ",""
"1015705","10157","0","5","15秒に1回、マナを【{1.1}】チャージ",""
"1015706","10157","0","6","15秒に1回、マナを【{1.2}】チャージ",""
"1015707","10157","0","7","15秒に1回、マナを【{1.3}】チャージ",""
"1015708","10157","0","8","15秒に1回、マナを【{1.6}】チャージ",""
"1015709","10157","0","9","15秒に1回、マナを【{1.7}】チャージ",""
"1015710","10157","0","10","15秒に1回、マナを【{2}】チャージ",""
"1015711","10157","1","1","15秒に1回、マナを【{0.5}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015712","10157","1","2","15秒に1回、マナを【{0.6}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015713","10157","1","3","15秒に1回、マナを【{0.7}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015714","10157","1","4","15秒に1回、マナを【{0.8}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015715","10157","1","5","15秒に1回、マナを【{1.1}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015716","10157","1","6","15秒に1回、マナを【{1.2}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015717","10157","1","7","15秒に1回、マナを【{1.3}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015718","10157","1","8","15秒に1回、マナを【{1.6}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015719","10157","1","9","15秒に1回、マナを【{1.7}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015720","10157","1","10","15秒に1回、マナを【{2}】チャージ","自身のスキルチャージ効率が【{5%}】上昇"
"1015721","10157","2","1","15秒に1回、マナを【{0.5}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015722","10157","2","2","15秒に1回、マナを【{0.6}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015723","10157","2","3","15秒に1回、マナを【{0.7}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015724","10157","2","4","15秒に1回、マナを【{0.8}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015725","10157","2","5","15秒に1回、マナを【{1.1}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015726","10157","2","6","15秒に1回、マナを【{1.2}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015727","10157","2","7","15秒に1回、マナを【{1.3}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015728","10157","2","8","15秒に1回、マナを【{1.6}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015729","10157","2","9","15秒に1回、マナを【{1.7}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015730","10157","2","10","15秒に1回、マナを【{2}】チャージ","自身のスキルチャージ効率が【{9.5%}】上昇"
"1015801","10158","0","1","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{0.7%}】上昇",""
"1015802","10158","0","2","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{1.3%}】上昇",""
"1015803","10158","0","3","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{1.8%}】上昇",""
"1015804","10158","0","4","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{2.4%}】上昇",""
"1015805","10158","0","5","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{3.5%}】上昇",""
"1015806","10158","0","6","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{4.1%}】上昇",""
"1015807","10158","0","7","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{4.6%}】上昇",""
"1015808","10158","0","8","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{5.8%}】上昇",""
"1015809","10158","0","9","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{6.3%}】上昇",""
"1015810","10158","0","10","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{7.5%}】上昇",""
"1015811","10158","1","1","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{0.7%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015812","10158","1","2","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{1.3%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015813","10158","1","3","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{1.8%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015814","10158","1","4","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{2.4%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015815","10158","1","5","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{3.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015816","10158","1","6","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{4.1%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015817","10158","1","7","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{4.6%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015818","10158","1","8","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{5.8%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015819","10158","1","9","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{6.3%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015820","10158","1","10","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{7.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1015821","10158","2","1","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{0.7%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015822","10158","2","2","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{1.3%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015823","10158","2","3","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{1.8%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015824","10158","2","4","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{2.4%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015825","10158","2","5","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{3.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015826","10158","2","6","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{4.1%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015827","10158","2","7","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{4.6%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015828","10158","2","8","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{5.8%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015829","10158","2","9","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{6.3%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015830","10158","2","10","探索隊とクエストの追加アイテム入手確率が【5%】上昇 / 味方全体の防御力が【{7.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1015901","10159","0","1","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{110%}】ダメージ / 対象に喪失【{15秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015902","10159","0","2","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{113.3%}】ダメージ / 対象に喪失【{15.4秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015903","10159","0","3","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{116.6%}】ダメージ / 対象に喪失【{15.8秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015904","10159","0","4","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{120%}】ダメージ / 対象に喪失【{16.2秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015905","10159","0","5","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{126.6%}】ダメージ / 対象に喪失【{17秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015906","10159","0","6","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{130%}】ダメージ / 対象に喪失【{17.5秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015907","10159","0","7","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{133.3%}】ダメージ / 対象に喪失【{17.9秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015908","10159","0","8","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{140%}】ダメージ / 対象に喪失【{18.7秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015909","10159","0","9","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{143.3%}】ダメージ / 対象に喪失【{19.1秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015910","10159","0","10","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{150%}】ダメージ / 対象に喪失【{20秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化",""
"1015911","10159","1","1","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{110%}】ダメージ / 対象に喪失【{15秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015912","10159","1","2","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{113.3%}】ダメージ / 対象に喪失【{15.4秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015913","10159","1","3","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{116.6%}】ダメージ / 対象に喪失【{15.8秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015914","10159","1","4","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{120%}】ダメージ / 対象に喪失【{16.2秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015915","10159","1","5","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{126.6%}】ダメージ / 対象に喪失【{17秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015916","10159","1","6","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{130%}】ダメージ / 対象に喪失【{17.5秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015917","10159","1","7","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{133.3%}】ダメージ / 対象に喪失【{17.9秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015918","10159","1","8","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{140%}】ダメージ / 対象に喪失【{18.7秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015919","10159","1","9","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{143.3%}】ダメージ / 対象に喪失【{19.1秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015920","10159","1","10","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{150%}】ダメージ / 対象に喪失【{20秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1015921","10159","2","1","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{110%}】ダメージ / 対象に喪失【{15秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015922","10159","2","2","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{113.3%}】ダメージ / 対象に喪失【{15.4秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015923","10159","2","3","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{116.6%}】ダメージ / 対象に喪失【{15.8秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015924","10159","2","4","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{120%}】ダメージ / 対象に喪失【{16.2秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015925","10159","2","5","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{126.6%}】ダメージ / 対象に喪失【{17秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015926","10159","2","6","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{130%}】ダメージ / 対象に喪失【{17.5秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015927","10159","2","7","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{133.3%}】ダメージ / 対象に喪失【{17.9秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015928","10159","2","8","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{140%}】ダメージ / 対象に喪失【{18.7秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015929","10159","2","9","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{143.3%}】ダメージ / 対象に喪失【{19.1秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1015930","10159","2","10","【発動条件】通常攻撃を2回行う
【効果】次回の通常攻撃が【1HIT / 合計{150%}】ダメージ / 対象に喪失【{20秒} / 成功率:40%】を付与 / 自身に紋章：衝撃を【1】付与に変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1016001","10160","0","1","自身の会心率が【{15%}】上昇",""
"1016002","10160","0","2","自身の会心率が【{15.8%}】上昇",""
"1016003","10160","0","3","自身の会心率が【{16.6%}】上昇",""
"1016004","10160","0","4","自身の会心率が【{17.5%}】上昇",""
"1016005","10160","0","5","自身の会心率が【{19.1%}】上昇",""
"1016006","10160","0","6","自身の会心率が【{20%}】上昇",""
"1016007","10160","0","7","自身の会心率が【{20.8%}】上昇",""
"1016008","10160","0","8","自身の会心率が【{22.5%}】上昇",""
"1016009","10160","0","9","自身の会心率が【{23.3%}】上昇",""
"1016010","10160","0","10","自身の会心率が【{25%}】上昇",""
"1016011","10160","1","1","自身の会心率が【{15%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016012","10160","1","2","自身の会心率が【{15.8%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016013","10160","1","3","自身の会心率が【{16.6%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016014","10160","1","4","自身の会心率が【{17.5%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016015","10160","1","5","自身の会心率が【{19.1%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016016","10160","1","6","自身の会心率が【{20%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016017","10160","1","7","自身の会心率が【{20.8%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016018","10160","1","8","自身の会心率が【{22.5%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016019","10160","1","9","自身の会心率が【{23.3%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016020","10160","1","10","自身の会心率が【{25%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1016021","10160","2","1","自身の会心率が【{15%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016022","10160","2","2","自身の会心率が【{15.8%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016023","10160","2","3","自身の会心率が【{16.6%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016024","10160","2","4","自身の会心率が【{17.5%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016025","10160","2","5","自身の会心率が【{19.1%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016026","10160","2","6","自身の会心率が【{20%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016027","10160","2","7","自身の会心率が【{20.8%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016028","10160","2","8","自身の会心率が【{22.5%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016029","10160","2","9","自身の会心率が【{23.3%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016030","10160","2","10","自身の会心率が【{25%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1016101","10161","0","1","自身が喪失状態の敵に与えるダメージが【{1.5%}】上昇",""
"1016102","10161","0","2","自身が喪失状態の敵に与えるダメージが【{2.6%}】上昇",""
"1016103","10161","0","3","自身が喪失状態の敵に与えるダメージが【{3.7%}】上昇",""
