"CharacterId","SkillType","SkillLevel","DamageEventCount","DamagePercentValues","DamagePercentRawSum","FirstDamagePercent","HitCountValues","TargetCountValues","AllKeys"
"106401001G","chainSkillValues","8","0","","0","","","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION"
"106401001G","chainSkillValues","9","0","","0","","","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION"
"106401001G","chainSkillValues","10","0","","0","","","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION"
"106501000G","actionSkillValues","1","1","40","40","40","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","2","1","47.6","47.6","47.6","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","3","1","55.2","55.2","55.2","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","4","1","62.8","62.8","62.8","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","5","1","70.4","70.4","70.4","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","6","1","72.3","72.3","72.3","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","7","1","74.2","74.2","74.2","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","8","1","76.1","76.1","76.1","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","9","1","78","78","78","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","actionSkillValues","10","1","80","80","80","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","1","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","2","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","3","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","4","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","5","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","6","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","7","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","8","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","9","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106501000G","chainSkillValues","10","0","","0","","","1","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DEFENCEUP.DURATION|IMPACTSUCCEED.DEFENCEUP.RATE_PERCENT|IMPACTSUCCEED.DEFENCEUP.TARGET_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"106601000G","actionSkillValues","1","15","2|2|2|2|2|2|2|2|2|2|2|2|2|2|2","30","2","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","2","15","2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|3.5","35.7","2.3","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","3","15","2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|3.6","41.4","2.7","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","4","15","3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.7","47.1","3.1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","5","15","3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.8","52.8","3.5","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","6","15","3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.8","54.2","3.6","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","7","15","3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.8","55.6","3.7","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","8","15","3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8","57","3.8","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","9","15","3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|5.2","58.4","3.8","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","actionSkillValues","10","15","4|4|4|4|4|4|4|4|4|4|4|4|4|4|4","60","4","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","1","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","2","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","3","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","4","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","5","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","6","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","7","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","8","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","9","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601000G","chainSkillValues","10","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","1","15","2|2|2|2|2|2|2|2|2|2|2|2|2|2|2","30","2","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","2","15","2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|2.3|3.5","35.7","2.3","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","3","15","2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|2.7|3.6","41.4","2.7","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","4","15","3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.1|3.7","47.1","3.1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","5","15","3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.8","52.8","3.5","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","6","15","3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.6|3.8","54.2","3.6","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","7","15","3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.7|3.8","55.6","3.7","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","8","15","3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8","57","3.8","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","9","15","3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|3.8|5.2","58.4","3.8","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","actionSkillValues","10","15","4|4|4|4|4|4|4|4|4|4|4|4|4|4|4","60","4","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","1","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","2","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","3","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","4","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","5","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","6","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"106601001G","chainSkillValues","7","0","","0","","","1|1","ATTACKUP.DURATION|ATTACKUP.RATE_PERCENT|ATTACKUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
